LNR,RESPONSE
23893,0.005776406
23591,0.0054012462
23597,0.035918232
24238,0.0054012462
24251,0.0054012462
24567,0.005639229
24265,0.0072187833
24266,0.0060755755
24275,0.0054012462
24591,0.0054012462
24281,0.006284114
24288,0.0060755755
24292,0.04404408
24715,0.03665861
16055,0.005776406
16378,0.006333206
16391,0.0054012462
16392,0.045931842
16413,0.0054012462
16417,0.014174479
16422,0.006362558
16425,0.005586769
16098,0.032734007
16525,0.006284114
16526,0.005586769
16447,0.03268253
16453,0.0069015864
16454,0.03925626
16153,0.005639229
16458,0.009087369
16468,0.025484111
16164,0.00634308
16169,0.0054012462
16498,0.038178064
16509,0.0054012462
15913,0.039271884
16227,0.0054012462
15921,0.005639229
15931,0.005586769
16243,0.034495793
16280,0.006281699
16294,0.006689618
16296,0.02400834
15979,0.009804863
16305,0.049183767
16311,0.0054012462
15999,0.005586769
16017,0.0054012462
16030,0.014174479
16344,0.036186337
16345,0.0060755755
16350,0.014174479
17013,0.04103508
16721,0.03479361
25595,0.02089194
25596,0.006113315
25878,0.033794653
25890,0.0073596435
25922,0.06292976
25923,0.005586769
25948,0.0054012462
25952,0.014174479
25671,0.014174479
25367,0.032388605
25684,0.045048658
25685,0.005586769
25383,0.033308115
25393,0.0054012462
25707,0.009446886
9337,0.014174479
9028,0.0054012462
9046,0.0065805884
9056,0.0054012462
9062,0.005586769
9079,0.03414078
9393,0.007906289
9100,0.007044313
9417,0.0054012462
10061,0.006979446
10068,0.0056565576
9770,0.00844492
9779,0.005884736
10104,0.006019284
9815,0.0054012462
9826,0.005639229
9834,0.02747831
9847,0.0054012462
9859,0.0054012462
9862,0.005586769
9873,0.005584621
9875,0.005639229
10190,0.0054012462
10198,0.0068912595
10201,0.005906842
9912,0.014174479
9914,0.006154299
9616,0.014174479
9924,0.06001005
9934,0.0054012462
9935,0.011015841
9939,0.045206968
18801,0.008968783
18804,0.006504141
18817,0.023990791
18505,0.005586769
18819,0.014174479
18523,0.005586769
18858,0.0056565576
18874,0.031133465
19180,0.0062994347
19505,0.029735746
19218,0.0054012462
19539,0.005936295
19237,0.0054012462
19663,0.005586769
19671,0.028526012
19672,0.005586769
19677,0.005779597
19568,0.009804863
19602,0.008081478
19606,0.023385566
19612,0.006333206
6367,0.007256142
6072,0.010319086
6414,0.005586769
6420,0.028750036
6441,0.005782521
6133,0.005586769
5841,0.014174479
6144,0.014174479
6150,0.031912044
5843,0.008960297
5880,0.006241274
6183,0.005782521
6193,0.0061566643
6199,0.0054012462
6209,0.039157834
5906,0.014174479
6224,0.014174479
6232,0.027418602
6238,0.014174479
5936,0.014174479
6246,0.008281653
6253,0.008231519
5951,0.0054012462
6263,0.0074473117
6269,0.005639229
6280,0.014174479
6599,0.014174479
6909,0.007135533
6633,0.009419763
6663,0.0054012462
6668,0.0054012462
6670,0.005639229
6963,0.009358507
6965,0.008094056
15547,0.0099930195
15549,0.0054012462
15871,0.0063622743
15604,0.008887781
15616,0.005586769
15617,0.032431386
15316,0.0076352884
15620,0.027821533
15337,0.0413807
15642,0.042169597
15346,0.0069015864
15662,0.03776817
15663,0.014174479
15680,0.00756535
15687,0.007260224
15690,0.0074389945
15389,0.005981061
15395,0.041268602
15703,0.026834467
15709,0.0060755755
16038,0.0104862265
16039,0.0056565576
16040,0.031666026
16046,0.030962463
76426,0.005776406
76741,0.015450462
76753,0.031382713
77073,0.006339015
77381,0.0055627353
77387,0.0065805884
77699,0.0056565576
77705,0.0067267893
78030,0.007921789
78031,0.04895981
78352,0.014174479
78353,0.005586769
79318,0.014174479
79623,0.0075535867
79632,0.005586769
80272,0.0054012462
80586,0.043794516
80593,0.031331334
80919,0.005978763
76761,0.0064300913
77083,0.014174479
77719,0.0070152422
77729,0.014174479
78366,0.0054012462
78373,0.005639229
78693,0.0054012462
79008,0.014174479
79015,0.014174479
79319,0.03646349
79642,0.007550206
79970,0.014174479
80299,0.010467263
80599,0.005912683
80600,0.047619805
80605,0.0054012462
80613,0.044017475
80926,0.005586769
81251,0.014174479
76467,0.0054012462
76468,0.014174479
76475,0.04934136
76784,0.014174479
77110,0.014174479
77748,0.0088012945
78715,0.008298164
79031,0.005832878
79663,0.0059362105
79673,0.006429821
79986,0.0060755755
82281,0.031291813
82601,0.028527364
82607,0.02747831
82929,0.040565062
83249,0.03793116
83561,0.005639229
83890,0.006876244
83893,0.0054012462
84209,0.014174479
71031,0.0064972667
66251,0.031203266
67516,0.027765214
67527,0.026333759
69130,0.033378422
69447,0.03143569
69756,0.0063702674
69759,0.0054012462
70078,0.005782521
70395,0.016421529
70730,0.0063622743
71038,0.009804867
66266,0.023401918
66271,0.027038641
66898,0.0054012462
67535,0.0060341484
68509,0.027765214
69141,0.0054012462
70104,0.033800196
70113,0.036058776
70416,0.014174479
70740,0.006284114
71055,0.047434967
71066,0.020168392
66595,0.0054012462
66922,0.0054012462
66923,0.0064972667
67239,0.006284114
67242,0.014174479
67563,0.0054012462
77687,0.0054012462
77694,0.005782521
78001,0.0054012462
78321,0.026243825
78323,0.005981061
78335,0.031776287
78643,0.0069015864
78652,0.0066726943
78966,0.0055232584
78976,0.005981061
79614,0.0056565576
80569,0.014174479
81204,0.006339015
69748,0.014174479
69749,0.034078453
70063,0.005584621
60530,0.005586769
60848,0.031430986
56383,0.0054012462
56389,0.02279366
57011,0.006927633
57345,0.005586769
58297,0.0067331227
58299,0.0054012462
58306,0.0056565576
58623,0.040303513
58624,0.027947709
59574,0.010467263
59891,0.014174479
59895,0.006248909
60227,0.0065540173
60538,0.04317974
60542,0.0065780603
60546,0.014174479
60859,0.007021882
60861,0.0054012462
60870,0.034036867
56071,0.042334992
56078,0.005825635
56090,0.008314056
56394,0.0069663054
56399,0.03330282
57032,0.016421529
57043,0.0340255
57353,0.00634308
58316,0.0056565576
58649,0.005584621
58650,0.02747831
59592,0.022981727
59596,0.0070283185
59598,0.0065780603
60234,0.014174479
60246,0.0062867403
60555,0.005779597
60556,0.029661762
60877,0.0054012462
60887,0.0054012462
70687,0.006284114
70693,0.014174479
67177,0.005639229
67507,0.0054012462
68468,0.0059523303
68472,0.042668805
69095,0.014174479
69422,0.005584621
27992,0.034490697
28308,0.025001524
28962,0.02906191
28963,0.014174479
28983,0.0385838
28667,0.039248645
28999,0.014174479
29033,0.014174479
29118,0.0060755755
28736,0.006704469
29042,0.0065505286
29044,0.005776406
28741,0.007385079
28752,0.014174479
29058,0.014174479
29060,0.005936295
29069,0.005586769
29096,0.014174479
28796,0.008047925
28803,0.0056565576
28806,0.0063622743
28509,0.0054012462
28825,0.008314056
28826,0.0060341484
37691,0.03422327
37693,0.029306663
37382,0.03369318
37389,0.014174479
37708,0.036215387
37401,0.032206763
37419,0.033948805
37732,0.014174479
37423,0.026318077
37441,0.0054012462
37449,0.027675737
37764,0.014174479
38083,0.014174479
38404,0.0054012462
38408,0.0055627353
38108,0.0097882515
38125,0.04299751
38129,0.0054012462
38453,0.005586769
38461,0.014174479
38149,0.005586769
38567,0.0054012462
38576,0.008094056
38169,0.006281699
38170,0.0072533567
38481,0.027800579
38188,0.014174479
38496,0.0055232584
38499,0.005978037
38227,0.014174479
38252,0.005586769
38254,0.014174479
38261,0.0067267893
38545,0.005586769
38274,0.006979446
8939,0.005586769
8641,0.0065607396
8356,0.0063622743
8668,0.014174479
8368,0.014174479
8705,0.02914905
8721,0.023079747
17604,0.0070155747
17612,0.005981061
17919,0.008047925
17930,0.007392171
18243,0.010467263
18260,0.015104347
18268,0.0060755755
17971,0.014174479
17976,0.0054012462
18404,0.031456612
18408,0.005887255
18000,0.006281699
18006,0.0066941
18009,0.05565373
18032,0.007326204
18033,0.005586769
18318,0.014174479
18321,0.007256142
18055,0.014174479
18354,0.0318176
18070,0.044509247
18074,0.0067267893
18376,0.045494393
18112,0.00835877
17799,0.014174479
18119,0.0063622743
17830,0.014174479
17833,0.038843438
18144,0.006791637
18149,0.014174479
17848,0.014174479
17852,0.007948869
18169,0.005639229
17874,0.014174479
17878,0.0054012462
17883,0.005981061
17888,0.008900146
18199,0.042048518
18202,0.010319086
18221,0.0054012462
18227,0.0054012462
18886,0.0054012462
18569,0.0054012462
18570,0.005586769
18915,0.0054012462
18916,0.0054012462
18588,0.0054012462
18612,0.028133843
12476,0.0054012462
12161,0.0054012462
12177,0.0067860354
12188,0.006116691
12190,0.014174479
12214,0.0063727163
12223,0.014174479
12229,0.05045852
12236,0.0054012462
12554,0.02721009
12558,0.0054012462
12240,0.0062843254
12567,0.05331125
12894,0.014174479
12900,0.0059057223
12905,0.031430986
13235,0.026093764
13236,0.0054012462
12926,0.0063622743
12931,0.007789873
12941,0.007326204
13373,0.009849712
12974,0.0063622743
13269,0.011122028
12991,0.0063622743
13284,0.005586769
13006,0.032825336
13016,0.005779597
13017,0.026314074
13033,0.014174479
13322,0.031110333
13045,0.04539676
13060,0.014174479
13079,0.0054012462
12784,0.0054012462
12797,0.014174479
13106,0.005639229
13117,0.049803466
12802,0.005936295
13131,0.033918355
13137,0.006355098
12820,0.0054012462
12825,0.014174479
12843,0.03546124
13164,0.005584621
22352,0.023381831
22685,0.044667926
22688,0.027935864
22359,0.007029307
22699,0.006556536
22713,0.014174479
22395,0.005978037
22438,0.040989168
22740,0.028703244
22757,0.0061197844
22440,0.0054012462
22444,0.034979455
76638,0.03369318
76645,0.029919319
76650,0.0054012462
76969,0.014174479
76971,0.0054012462
77293,0.0054012462
77931,0.0065805884
78252,0.005586769
78255,0.014174479
78567,0.014174479
78574,0.005850798
78576,0.0054012462
78880,0.0065780603
78881,0.0067624543
78895,0.048644915
79199,0.0054012462
79519,0.030129863
79852,0.005586769
80161,0.05142407
80165,0.008314056
80168,0.0054012462
83467,0.032950215
83468,0.033867758
83792,0.0059757396
83799,0.016421529
84751,0.0064355773
85381,0.0054012462
85392,0.014174479
85701,0.014174479
81570,0.0054012462
81575,0.014174479
81893,0.005936295
81896,0.0066726943
82211,0.014174479
82520,0.04695936
82529,0.0070838802
83179,0.0060755755
83803,0.044323094
84134,0.014174479
84140,0.005586769
84446,0.009490378
84454,0.0054012462
84770,0.006284114
85084,0.005639229
85407,0.0054012462
85417,0.014174479
85735,0.0065805884
81900,0.0067272894
82556,0.005586769
83191,0.006566367
83506,0.0078012072
84160,0.005586769
6706,0.031287707
7002,0.010319086
7015,0.007332577
6748,0.005936295
7046,0.005586769
57605,0.00582172
57921,0.0054012462
57930,0.036007985
58559,0.035943422
59193,0.026200347
59201,0.0054012462
59525,0.0054012462
59526,0.022954516
59839,0.0067860354
56011,0.0059130946
56665,0.005912683
56976,0.022381827
56983,0.014174479
56984,0.008469428
57295,0.0054012462
57623,0.030058108
57937,0.006362558
58251,0.0069876835
58252,0.0055627353
58255,0.0067267893
68710,0.005586769
69348,0.0067267893
69661,0.0055232584
69671,0.006635553
69976,0.045046054
70618,0.031539496
70622,0.007945816
71258,0.0060755755
66477,0.0060755755
66481,0.0057163998
66489,0.006365217
66490,0.009578823
66795,0.005912683
67444,0.030493572
67756,0.008572601
67765,0.00736728
67772,0.0056565576
68082,0.0076126205
68092,0.027070997
68401,0.014174479
68405,0.005779597
68407,0.03480061
68723,0.025782997
70318,0.03940402
70321,0.005586769
70645,0.006979446
70958,0.006284114
70969,0.016421529
66496,0.006504141
66501,0.0054012462
67458,0.0065805884
67463,0.0054012462
68098,0.006284114
68103,0.0063622743
80366,0.005832878
80378,0.0060755755
80686,0.005639229
81014,0.0054012462
81332,0.0060755755
76543,0.005639229
76866,0.021751424
77194,0.005779597
77498,0.006030818
83925,0.005936295
83936,0.0054012462
84895,0.056561567
85209,0.0057163998
85219,0.041581124
85521,0.03727073
85537,0.007002462
81706,0.0068660793
82032,0.024842877
82667,0.00634308
82668,0.005850798
82986,0.030784888
83959,0.0063622743
84274,0.0081402445
84591,0.02819685
84593,0.0054012462
85551,0.024436573
85554,0.030821687
85557,0.007922141
81734,0.0065805884
81736,0.02829091
82044,0.005936295
82046,0.014174479
82048,0.0056565576
82363,0.005586769
82687,0.025492137
82688,0.014174479
83326,0.0054012462
83649,0.005586769
84289,0.025098968
84292,0.034109782
84296,0.025207989
84922,0.006556536
84928,0.014174479
84929,0.005776406
84936,0.0056565576
68428,0.0054012462
68737,0.005586769
68746,0.042011097
69381,0.0054012462
69695,0.049874444
70032,0.006019284
70335,0.014174479
66198,0.014174479
66199,0.03736207
66203,0.0058077914
66520,0.0054012462
67161,0.02202635
67477,0.006463358
67479,0.040625326
67486,0.0054012462
67490,0.026483215
67491,0.0070155747
67811,0.014174479
68442,0.0067267893
68445,0.032572206
68755,0.008227362
69080,0.005586769
69081,0.0063727163
69395,0.0054012462
69723,0.037634403
70046,0.014174479
70050,0.0065607396
70052,0.008081478
70359,0.0316794
80491,0.006791637
80814,0.007892873
81120,0.0070155747
76668,0.031113029
77298,0.0060755755
77620,0.005968185
78578,0.0073596435
78902,0.014174479
78904,0.0054012462
78906,0.0068893605
79219,0.006284114
79228,0.0060755755
79543,0.0055627353
80509,0.006284114
80516,0.040869903
80833,0.005586769
81149,0.014174479
81478,0.005586769
76683,0.014174479
76687,0.007044313
77013,0.008081478
77337,0.014174479
77647,0.005936295
77649,0.005584621
77962,0.031938292
77970,0.014174479
78288,0.008361091
78609,0.014174479
78611,0.0055627353
78617,0.049270403
78924,0.005586769
69857,0.005586769
70179,0.03387872
70183,0.014174479
70186,0.014174479
79993,0.0062570986
80304,0.0069876835
80315,0.029558944
80947,0.032624617
76478,0.028258374
76810,0.006979446
77124,0.0064972667
77131,0.0054012462
77136,0.021751424
78415,0.014174479
78724,0.031666026
78729,0.006281699
78734,0.005586769
79359,0.014174479
79687,0.014174479
80017,0.041614316
80649,0.005586769
80962,0.031265147
80975,0.0057163998
81289,0.014174479
81291,0.005978763
76508,0.00872778
77138,0.00736728
77143,0.007683247
77145,0.0056565576
78420,0.014174479
78421,0.005779597
78741,0.014174479
79073,0.0054012462
79710,0.014174479
79716,0.02808101
80039,0.049833246
80340,0.0054012462
80659,0.028342662
81303,0.014174479
76529,0.0054012462
77176,0.0056565576
77495,0.032940652
77811,0.014174479
77814,0.009756099
78133,0.0054012462
78759,0.007236288
79401,0.005782521
79405,0.0055627353
79412,0.014174479
79723,0.005586769
68517,0.011015841
69161,0.0055627353
69804,0.005776406
70130,0.014174479
70131,0.0054012462
70133,0.0054012462
70440,0.0054012462
70442,0.0069015864
70766,0.014174479
66308,0.005712948
66947,0.0060755755
66949,0.0054012462
67259,0.0054012462
67899,0.005586769
67902,0.03382837
68215,0.006225902
68229,0.023726037
68547,0.042244114
68552,0.005586769
68861,0.014174479
69176,0.030667998
69499,0.005782521
69500,0.036973633
69823,0.04044203
70146,0.0067267893
70463,0.014174479
70472,0.0054012462
70473,0.0071295826
71097,0.0060755755
71109,0.014174479
66314,0.04078634
66650,0.0054012462
66652,0.0089078555
66968,0.014174479
67290,0.036005568
67598,0.014174479
67604,0.00619245
67607,0.008104624
67917,0.014174479
67931,0.044151485
67933,0.031436656
68246,0.005586769
68248,0.028881604
68252,0.014174479
68555,0.010551694
68560,0.006704469
69209,0.0065805884
69532,0.030541936
69838,0.033472992
70796,0.014174479
71122,0.0054012462
66667,0.006281699
67617,0.0054012462
67626,0.0055627353
67939,0.014174479
68256,0.005639229
68267,0.0068450705
68905,0.008619455
68912,0.0054012462
69221,0.0060755755
69222,0.02837313
60430,0.029866237
60742,0.006284114
60749,0.006159778
66083,0.0054012462
66089,0.014174479
66092,0.0054012462
61632,0.005782521
61944,0.040232327
62579,0.014174479
62906,0.05127086
62907,0.02741446
63221,0.038157795
63540,0.005586769
63868,0.0054012462
64496,0.014174479
64814,0.0064277155
64824,0.014174479
65140,0.04782421
65465,0.007550206
65470,0.0054012462
65785,0.0054012462
65786,0.056878522
66101,0.0063622743
61314,0.005586769
61957,0.007892873
62285,0.006339015
62595,0.032161262
62597,0.0074591427
62608,0.00833538
62916,0.007922141
62927,0.005586769
63250,0.04005737
63569,0.0077789235
63571,0.006333206
63572,0.008539311
63874,0.0055232584
64197,0.0075535867
64205,0.029158356
65155,0.0060755755
70574,0.014174479
70910,0.0054012462
66448,0.016421529
67080,0.0054012462
67399,0.0054012462
67401,0.016421529
67409,0.031457536
67410,0.0069553684
69001,0.005586769
69004,0.014174479
69005,0.0063036242
69324,0.005586769
70281,0.0054012462
70287,0.014174479
70603,0.033960328
70613,0.034642655
70920,0.04179204
17568,0.039320007
17570,0.0054012462
17260,0.006284114
17270,0.0063622743
16779,0.03228013
16781,0.0056565576
16788,0.03145959
17089,0.007709792
17093,0.005586769
16805,0.008894617
16808,0.047090895
16837,0.0054012462
17126,0.014174479
17127,0.009008042
16839,0.0054012462
16841,0.007971624
16843,0.0054012462
16539,0.012743125
16552,0.0057163998
16887,0.036928248
16588,0.0071295826
16910,0.014174479
16914,0.032819204
16915,0.014174479
16918,0.005586769
16927,0.014174479
16625,0.040814117
16637,0.0318542
16941,0.028253186
16952,0.0070599867
16968,0.03136731
17624,0.03742599
17304,0.024281682
17305,0.0065805884
17313,0.0054012462
17639,0.0054012462
17647,0.014174479
17333,0.00607032
17663,0.00756535
17665,0.0063622743
17670,0.009532038
17673,0.014174479
17363,0.005639229
17376,0.005586769
17787,0.0054012462
17395,0.007197317
17708,0.0054012462
17403,0.006662708
17414,0.014174479
17718,0.014174479
17727,0.006399766
17735,0.005639229
17745,0.03460094
17448,0.008642548
17475,0.005639229
17162,0.10107918
17479,0.0065805884
17189,0.0054012462
17193,0.037408054
17194,0.014174479
17195,0.0056565576
17196,0.009614431
17224,0.0054012462
17229,0.014174479
17237,0.006783211
17557,0.0067267893
39015,0.014174479
39021,0.0059523303
39023,0.008328186
38713,0.006566367
38714,0.005832878
39024,0.0054012462
39349,0.0067267893
39673,0.027925733
39676,0.005978763
39692,0.009284679
39393,0.006618041
39727,0.0067540645
39424,0.007197317
39848,0.0066726943
39735,0.016421529
39736,0.014174479
39739,0.03322158
39746,0.005586769
39761,0.006284114
39482,0.006021598
39486,0.005884736
39487,0.024728388
39786,0.025971329
39502,0.006339015
39510,0.012925656
39517,0.043790735
39817,0.005936295
39540,0.014174479
39229,0.006284114
39253,0.005712948
39263,0.005850798
39588,0.006642613
39269,0.007392171
39284,0.0097882515
39286,0.005936295
39597,0.029134763
39605,0.007197317
39289,0.03236538
39625,0.014174479
39628,0.014174479
39639,0.0054012462
39329,0.005586769
39340,0.006284114
39342,0.0054012462
39668,0.023410883
39996,0.014174479
40354,0.044540215
40360,0.025136847
40030,0.009804863
40377,0.0071295826
40047,0.038302474
40054,0.025589582
40383,0.014174479
40395,0.014174479
50340,0.014174479
45792,0.014174479
45805,0.05511981
46125,0.014174479
46445,0.0054012462
46449,0.014174479
46776,0.010467263
47105,0.005584621
47754,0.039972186
47761,0.0054012462
38669,0.0054012462
38674,0.005830636
38991,0.0069015864
38997,0.02129546
29752,0.008489938
29640,0.014174479
29652,0.0060755755
29363,0.014174479
29376,0.014174479
29658,0.041510463
29392,0.0054012462
29395,0.010246421
29682,0.014174479
29716,0.006284114
29424,0.02263247
29425,0.005779597
29436,0.048600845
29440,0.011459891
29449,0.014174479
29450,0.08148879
29455,0.016421529
29149,0.016421529
29462,0.014174479
29159,0.005639229
29168,0.014174479
29169,0.021751424
29171,0.007948869
29177,0.014174479
29190,0.016421529
29522,0.039766364
29222,0.0060755755
29546,0.03989269
29568,0.014174479
30231,0.0067267893
30232,0.053824406
30237,0.04025334
30245,0.005584621
30251,0.014174479
29937,0.005584621
30265,0.0054012462
29950,0.0054012462
29975,0.007412105
30388,0.006284114
29988,0.029303197
30302,0.005584621
30010,0.005978037
39187,0.014174479
39198,0.00833538
39201,0.010319086
38887,0.014174479
38905,0.005586769
38909,0.034121234
38611,0.005832878
38615,0.008047925
38932,0.031633276
38938,0.014174479
38623,0.006019284
38626,0.021751424
38954,0.0054012462
38643,0.029863978
38646,0.006225902
38650,0.0067267893
43189,0.0060755755
43509,0.021172618
43510,0.006257926
51834,0.014174479
52169,0.014174479
53141,0.0054012462
53462,0.014174479
54102,0.038345713
54407,0.032579564
54746,0.0054012462
54747,0.005936295
55058,0.005639229
55067,0.03516644
55370,0.007624442
55384,0.0054012462
50877,0.039921593
50886,0.014174479
51194,0.011015841
51197,0.025915915
52176,0.005782521
52512,0.006927633
52515,0.043453705
53154,0.014174479
53475,0.040202785
54114,0.03312862
54121,0.0054012462
54432,0.006021598
54439,0.016421529
54758,0.005586769
54765,0.005586769
55397,0.006676975
55406,0.006770248
55716,0.027222475
55717,0.014174479
50900,0.014174479
51544,0.0056565576
51882,0.038292058
51883,0.008222546
53488,0.0316794
54447,0.00737403
55418,0.014174479
55421,0.016421529
55740,0.014174479
55748,0.005936295
51566,0.0059130946
51567,0.014174479
78789,0.0065805884
78792,0.06348014
79423,0.068656586
79430,0.0485859
79434,0.005586769
80062,0.005936295
80381,0.005912683
80701,0.016421529
80703,0.04055879
80710,0.014174479
80711,0.0065505286
81359,0.0056565576
76889,0.008277601
76893,0.0075535867
77207,0.03876093
77213,0.005936295
77527,0.0054012462
77536,0.008864067
77848,0.014174479
78804,0.016421529
79127,0.021885687
79763,0.006566367
80084,0.014174479
80090,0.007621091
80410,0.0054012462
80729,0.04488178
80733,0.005586769
81044,0.006339015
81052,0.0054012462
81054,0.005639229
81055,0.0055627353
81368,0.0054012462
76592,0.0063622743
76904,0.005586769
76916,0.008324466
5213,0.048614476
5524,0.007412105
5541,0.014174479
5546,0.005776406
5554,0.03381261
5250,0.0070445235
5261,0.016796408
5572,0.0073190946
5269,0.0054012462
5598,0.0060755755
5283,0.0054012462
5290,0.0058077914
5298,0.031929012
5301,0.005586769
5608,0.005586769
5316,0.005782521
5634,0.005586769
6285,0.005586769
6298,0.0054012462
5978,0.029852673
6304,0.005586769
5994,0.0054012462
5995,0.005586769
6326,0.0054012462
6343,0.005586769
6354,0.024185302
6028,0.014174479
6450,0.03676977
6451,0.014174479
82620,0.0054012462
82623,0.03451349
82626,0.0057163998
82631,0.005586769
82636,0.014174479
82945,0.032536574
82951,0.074129604
83279,0.006284114
84234,0.0075752297
84236,0.014174479
84560,0.030010572
84875,0.005779597
85181,0.035064064
85190,0.005586769
85195,0.006566367
85507,0.0352249
85519,0.039592702
81685,0.00607032
82002,0.0060755755
82960,0.0054012462
83293,0.009192982
83605,0.04327295
83612,0.0060755755
8764,0.0057163998
8777,0.0075045624
8474,0.0055627353
8793,0.0060755755
9103,0.006089369
9426,0.014174479
9427,0.007256142
9433,0.0075535867
9136,0.037421215
9451,0.019855117
9592,0.005912683
9181,0.0054012462
9183,0.006650437
9486,0.005586769
9206,0.0054012462
9210,0.005776406
9215,0.006220485
9510,0.006425941
9228,0.0054012462
9522,0.033810303
9537,0.040179774
9265,0.0054012462
9564,0.005586769
9571,0.006979446
9577,0.0071295826
9296,0.014174479
9001,0.035801988
83871,0.027173718
84199,0.029343234
85149,0.026628722
85150,0.005586769
85464,0.0056565576
85474,0.014174479
85794,0.006284114
8188,0.049132816
8191,0.0054012462
7893,0.006225902
8201,0.005586769
8203,0.0054012462
8208,0.0054012462
8210,0.006113315
8215,0.007025757
7923,0.0061706877
7934,0.008695948
7940,0.006791637
7942,0.0054012462
7945,0.005936295
7947,0.006030818
7960,0.0060755755
8241,0.005586769
8243,0.036205277
7967,0.005782521
7974,0.014174479
8270,0.0054012462
8271,0.007392171
8293,0.007392171
8298,0.0054012462
8002,0.005586769
8003,0.006019284
8004,0.006431493
8306,0.006284114
8314,0.0055232584
8031,0.005586769
7728,0.0059523303
7734,0.0056565576
7773,0.047941267
8083,0.005586769
8085,0.0068832007
7809,0.0064972667
7837,0.0056565576
8156,0.005586769
8502,0.031430986
8512,0.0056565576
8846,0.0071959407
8855,0.0054012462
8534,0.007256142
8541,0.005584621
8557,0.005981061
8964,0.031374842
8968,0.0060755755
8975,0.028862039
8577,0.031995386
8896,0.04047115
8903,0.0068912595
78931,0.014174479
78932,0.005639229
78934,0.014174479
79559,0.008312865
79565,0.038302105
79570,0.032507107
79887,0.006284114
80854,0.010467263
80858,0.036368117
76396,0.030069482
77345,0.005586769
77347,0.0054012462
77348,0.0054012462
77983,0.035996
77993,0.028886251
78304,0.0060755755
78312,0.031743757
78628,0.0054012462
78635,0.0054012462
78947,0.0054012462
78950,0.0054012462
79261,0.014174479
79579,0.005586769
79597,0.028073968
79912,0.005586769
79913,0.0054012462
80556,0.0054012462
81181,0.005981061
76404,0.03813796
76721,0.006566367
84789,0.0054012462
85743,0.0062867403
85746,0.02860921
85758,0.029584754
81617,0.0054012462
81618,0.032382704
82254,0.005782521
82570,0.014174479
82881,0.03969306
83843,0.039540805
83860,0.006241274
84168,0.0054012462
84170,0.042879857
84802,0.029647853
84804,0.028033454
85121,0.005832878
85126,0.03499738
81629,0.0054012462
81636,0.012808547
82581,0.0054012462
82585,0.005586769
82914,0.014174479
82915,0.011168874
83221,0.0054012462
83225,0.044818897
83233,0.005586769
83235,0.0065805884
6766,0.014174479
6787,0.051973786
6482,0.026737083
6503,0.039010834
6514,0.0060755755
6827,0.014174479
6836,0.039059225
6837,0.040271305
6523,0.0054012462
6524,0.006566367
6538,0.038752384
6879,0.014174479
6562,0.008891721
6567,0.007361005
6896,0.005776406
7544,0.006803728
7557,0.03296071
7569,0.005832878
7242,0.032874707
7590,0.055170063
7597,0.014174479
7267,0.014174479
7280,0.014174479
7617,0.025809579
7294,0.056601007
7298,0.03542176
7305,0.005639229
7309,0.036271766
7311,0.0066726943
7313,0.014174479
7666,0.014174479
7368,0.038524583
7381,0.006116091
7087,0.0054012462
7418,0.05058975
7111,0.03653369
7121,0.0060755755
7453,0.008561883
7144,0.005850798
7145,0.00964169
7150,0.031430986
7162,0.006159778
7177,0.014174479
7517,0.0076126205
7522,0.0055232584
8165,0.005776406
8169,0.033302806
8170,0.0054012462
8178,0.030129863
16730,0.03590302
16731,0.0062570986
17147,0.0067685326
17150,0.005586769
37984,0.0060755755
38315,0.0056565576
38022,0.005586769
38042,0.0068675363
38362,0.014174479
38384,0.0054012462
38394,0.009178712
38729,0.014174479
39064,0.0054012462
39086,0.03116997
38768,0.021302825
38774,0.0054012462
38793,0.014174479
38794,0.02866662
39206,0.029343098
38836,0.0054012462
39145,0.04088489
39178,0.014174479
39184,0.0056565576
47688,0.014174479
48664,0.0065805884
48974,0.0054012462
49619,0.014174479
49631,0.0064339647
49634,0.007921789
50593,0.0054012462
50597,0.053656574
46396,0.007256142
46708,0.005586769
46725,0.005832878
46727,0.0069015864
47038,0.005776406
47363,0.0065805884
47367,0.007412105
47379,0.035914164
47692,0.014174479
48346,0.0063622743
48347,0.02742182
48350,0.006284114
48354,0.005586769
48666,0.005639229
48672,0.0054012462
49008,0.0065805884
49318,0.0070155747
49335,0.012925656
49640,0.006389946
49974,0.0054012462
49975,0.014174479
50285,0.005586769
50615,0.05157263
37925,0.005584621
37927,0.0054012462
37939,0.0070155747
37327,0.0060755755
37654,0.036934957
37348,0.006284114
37356,0.0060781157
37357,0.005586769
37663,0.014174479
45662,0.014174479
45977,0.005776406
46629,0.014174479
47293,0.0054012462
47950,0.03735756
48264,0.014174479
48588,0.04385656
48591,0.0054012462
48927,0.006429821
49560,0.006704469
49882,0.02715339
49885,0.014174479
50210,0.005586769
50215,0.005779597
50219,0.007256142
50536,0.0060755755
45684,0.014174479
46002,0.0054012462
46331,0.0063622743
46334,0.014174479
46336,0.0077330903
46659,0.0054012462
46977,0.014174479
47318,0.050045595
47644,0.083483376
48612,0.014174479
48622,0.0054012462
48946,0.0054012462
49267,0.0063622743
49588,0.0055232584
50242,0.005586769
50565,0.014174479
45698,0.005586769
46014,0.005832878
46026,0.007921789
46359,0.030797575
46667,0.006284114
46676,0.014174479
47001,0.021106312
47321,0.009311768
47327,0.006979446
